"","n","nevent","coef","se","hazard_ratio","hr_confint_lower","hr_confint_upper","p_value","p_adjusted"
"CD11c_low_immune_M1_contact",69,54,0.02439912,0.1341144,1.02469921284217,0.787840057785825,1.33276858217941,0.855639448512507,0.947785235275392
"CD8+_T_cells_assort",69,54,-0.02291159,0.1494824,0.977348885536565,0.729138369175665,1.31005428385217,0.878183137621482,0.967793661868572
"CD163+_cells_assort",69,54,-0.0182144,0.1325897,0.981950483704228,0.757232134887883,1.27335688492636,0.890735066993819,0.970335568208085
"Non-leukocyte_derived_neural_cells_region",69,54,0.01636024,0.1256863,1.01649480378695,0.794549234283759,1.30043758340198,0.896434068930557,0.970335568208085
"CD56+CD45-_tumor_med_dist",38,29,-0.02599237,0.2005687,0.974342519872774,0.657638618312116,1.4435638656206,0.896888123914171,0.970335568208085
"Fibroblast_prop",69,54,0.01717215,0.1345691,1.01732044331214,0.781470032158626,1.32435134015571,0.89845885945193,0.970335568208085
"Neutrophils_vascular_contact",69,54,0.01715703,0.1421788,1.01730506129865,0.769889463997922,1.34423139442606,0.903950660698374,0.971409665228103
"B_cells_region",69,54,-0.01608251,0.1430557,0.984046121479958,0.743440459720368,1.30252094372692,0.910489367119671,0.973592590583411
"Neutrophils_assort",69,54,-0.01547323,0.1567853,0.984645863145924,0.724142721892379,1.33886241827681,0.92138394880056,0.980388832221285
"CD11b_low_Neutrophils_vascular_med_dist",62,48,0.01123985,0.1364516,1.01130325550095,0.773986914234832,1.32138445208457,0.934350538047964,0.989140160716844
"Lymphatic_endothelial_cells_tumor_med_dist",27,24,0.01539469,0.2004012,1.01551379497209,0.685652377564385,1.50406868192005,0.938767282161819,0.989140160716844
"Neutrophils_tumor_med_dist",51,38,0.01024527,0.1510089,1.0102979298443,0.751467915832653,1.35827742681031,0.945908664719807,0.989779060432279
"Monocytes_region",69,54,-0.008320868,0.1355605,0.991713654171247,0.760320965148843,1.29352736140474,0.951055619485672,0.989779060432279
"Dendritic_cells_tumor_med_dist",26,21,-0.01215338,0.2067306,0.987920172336513,0.658798221597472,1.481464635018,0.953120576712565,0.989779060432279
"Neuroepithelial_cells_M1_med_dist",47,38,-0.008157542,0.1588728,0.991875640875779,0.726481378939482,1.35422230422329,0.959049508333646,0.991170783732381
"CD11b_low_Neutrophils_M1_contact",69,54,0.00608949,0.1493951,1.0061080681621,0.750722277247433,1.34837272783799,0.96748645017144,0.995128920176338
"CD11b+_epithelial_M1_med_dist",52,38,0.004075219,0.178384,1.00408353363233,0.707830175009208,1.4243299849409,0.981773755215487,0.999363884318868
"CD4+_T_cells_tumor_contact",69,54,0.001966938,0.119193,1.00196887397766,0.793226114528352,1.26564368725682,0.986833798446369,0.999363884318868
"CD4+_T_cells_M1_contact",69,54,0.002067995,0.1441828,1.00207013494903,0.755386910165623,1.32931156450222,0.988556441677186,0.999363884318868
"Dendritic_cells_region",69,54,-0.001541196,0.1417105,0.998459991362677,0.756321584989344,1.31811966515011,0.991322645568965,0.999363884318868
"CD11c+_epithelial_assort",69,54,0.0008225875,0.1247102,1.00082292593204,0.783797172170925,1.27794098350324,0.994737199669244,0.999363884318868
"M1_macrophages_region",69,54,-8.080949e-05,0.1357735,0.999919193772192,0.766292004054796,1.30477466655457,0.999525116139448,0.999525116139448
