"","n","nevent","coef","se","hazard_ratio","hr_confint_lower","hr_confint_upper","p_value","p_adjusted"
"CD8+_T_cells_region",77,60,-0.1746808,0.1487466,0.839724978037089,0.627369961721194,1.12395887875288,0.240254171626583,0.86062984545656
"CD11b_low_Neutrophils_vascular_contact",77,60,-0.1712217,0.1486332,0.842634755713442,0.629683860098461,1.12760287587048,0.249331470668758,0.86062984545656
"CD11c_low_immune_vascular_med_dist",43,33,0.1835562,0.1605001,1.20148250457746,0.877201731975669,1.64564222365873,0.252768236655565,0.86062984545656
"CD4+_T_cells_vascular_contact",77,60,0.1520414,0.1358597,1.16420843387156,0.892044936626576,1.51940919324454,0.263095029296136,0.86062984545656
"CD163+_cells_tumor_med_dist",76,59,0.1268403,0.1142517,1.13523566525878,0.907475192919483,1.42016005035842,0.266920498330243,0.86062984545656
"CD11b+_epithelial_vascular_contact",77,60,0.1427558,0.1286356,1.15344808920223,0.896402919629798,1.48420142923421,0.267098472701223,0.86062984545656
"B_cells_tumor_contact",77,60,0.1579673,0.1433291,1.17112790182826,0.884305609105622,1.55098028138466,0.270405141338871,0.86062984545656
"BRCA_Mutation",53,40,0.366658,0.3346176,1.44290432013986,0.748876996648043,2.7801266247957,0.27318727522134,0.86062984545656
"CD163+_cells_region",77,60,-0.1378452,0.1259467,0.871233529480424,0.680657318167916,1.11516888547382,0.273747892385508,0.86062984545656
"Vascular_endothelial_cells_prop",77,60,-0.1701011,0.1555473,0.843579533405318,0.621904792552704,1.14426908700824,0.274145887924089,0.86062984545656
"CD56+CD45-_M1_contact",77,60,-0.1581429,0.1448467,0.853727812853716,0.642725719392431,1.13400033085493,0.274923422854179,0.86062984545656
"CD163+_cells_prop",77,60,-0.177514,0.1648206,0.837349251671874,0.606193285029625,1.15665050503022,0.281474069336065,0.862286099090887
"CD11b+_epithelial_tumor_contact",77,60,-0.1479277,0.1388484,0.862493436961472,0.657003763323892,1.13225368000653,0.286699217121028,0.862286099090887
"CD4+_T_cells_assort",77,60,-0.1450607,0.1365395,0.864969746678679,0.661878469707435,1.13037770060731,0.288050329547097,0.862286099090887
"CD11c_low_immune_vascular_contact",77,60,-0.1613461,0.1546831,0.850997496415775,0.628437117155726,1.15237741237117,0.296913362899276,0.862286099090887
"NK/NKT_prop",77,60,-0.1650844,0.1589999,0.847822165592811,0.620817284822147,1.15783249281857,0.299145712999138,0.862286099090887
"CD11b_low_Neutrophils_M1_med_dist",71,55,0.1306927,0.1259433,1.13961751010105,0.890340173966121,1.45868748519297,0.299404895517669,0.862286099090887
"NK/NKT_region",77,60,-0.1411135,0.1384346,0.868390751289632,0.662032732648383,1.13907131737833,0.308036135667167,0.870331198634756
"CD8+_T_cells_M1_med_dist",70,54,0.1320678,0.1308483,1.14118566786553,0.883035273124265,1.47480487833064,0.312821203204923,0.870331198634756
"M2_macrophages_M1_contact",77,60,-0.1538577,0.1528992,0.857394007874717,0.635378328531319,1.15698702919049,0.314286266173662,0.870331198634756
"CD56+CD45-_tumor_contact",77,60,-0.1352163,0.1377812,0.873526950426323,0.666801739287957,1.14434214574175,0.326403361137854,0.879201216479554
"ATF6",77,60,0.1221861,0.1262958,1.12996439396773,0.882188795591443,1.44733138531741,0.333314361989611,0.879201216479554
"CD56+CD45-_prop",77,60,0.1212394,0.1255345,1.12889509199517,0.882670047402583,1.44380579411406,0.334151845536853,0.879201216479554
"CD11b+_epithelial_prop",77,60,0.1037889,0.1089682,1.10936618763517,0.896026896935261,1.3735004412006,0.340858985858475,0.879201216479554
"Monocytes_M1_med_dist",61,47,0.1254019,0.1321727,1.13360390950089,0.874894565282432,1.46881450020307,0.342736239098912,0.879201216479554
"Vascular_endothelial_cells_assort",77,60,0.134159,0.1428089,1.14357463240413,0.864381326990726,1.512946773655,0.347509816657189,0.879201216479554
"Fibroblast_region",77,60,-0.1420901,0.1523557,0.867543116647822,0.643584585684884,1.16943611761939,0.351015989120882,0.879201216479554
"CD11c+_epithelial_vascular_med_dist",69,54,0.1253515,0.135136,1.13354686163216,0.869784157798624,1.47729580493649,0.353617540972682,0.879201216479554
"CD56+CD45-_assort",77,60,0.112975,0.1222916,1.1196039827717,0.880987355536612,1.42285024905349,0.355581520004341,0.879201216479554
"CD11b+_epithelial_region",77,60,0.1304188,0.1419426,1.13930545610861,0.862617730801726,1.50474175984356,0.358193088195374,0.879201216479554
"NK/NKT_vascular_contact",77,60,-0.1238549,0.1377566,0.883507999068204,0.674453199783908,1.15736182238827,0.368607376517991,0.888530582615644
"CD11b_low_Neutrophils_M1_contact",77,60,-0.1244729,0.1399927,0.882962208524568,0.671088932481462,1.16172719284731,0.37392887912934,0.888530582615644
"Dendritic_cells_M1_contact",77,60,0.09711533,0.1093169,1.10198745576652,0.889458953276548,1.36529780063858,0.374334643601961,0.888530582615644
"Fibroblast_M1_med_dist",74,58,-0.1185377,0.1355191,0.888218338888763,0.681029079858214,1.15844071989197,0.381740694528446,0.890085265376465
"CD11c+_epithelial_prop",77,60,-0.1234614,0.1438666,0.883855786770533,0.666686974761423,1.17176588321275,0.390800903502332,0.890085265376465
"M2_macrophages_assort",77,60,0.1124073,0.131656,1.11896847943485,0.864474208531262,1.44838382176378,0.393218568665342,0.890085265376465
"B_cells_prop",77,60,-0.1265924,0.1509169,0.881092740731301,0.65548228423673,1.18435606337306,0.401569172936856,0.890085265376465
"Neuroepithelial_cells_M1_contact",77,60,-0.1003006,0.1202275,0.904565463643979,0.71466443273564,1.14492710220003,0.404136328271848,0.890085265376465
"Fibroblast_tumor_contact",77,60,0.1201176,0.1442686,1.12762948360303,0.849893964176107,1.49612575908041,0.40507204625207,0.890085265376465
"Neuroepithelial_cells_assort",77,60,0.1015773,0.1232767,1.10691543951978,0.869322954151453,1.40944373365046,0.40995208741655,0.890085265376465
