"","n","nevent","coef","se","hazard_ratio","hr_confint_lower","hr_confint_upper","p_value","p_adjusted"
"M1_macrophages_tumor_med_dist",76,60,0.2200436,0.1063913,1.24613101370996,1.0115869879902,1.53505582986489,0.0386168044054798,0.352121047620021
"Other_immune_vascular_med_dist",64,49,0.2684508,0.1298098,1.30793662622839,1.01412714572072,1.68686759391886,0.0386370132797913,0.352121047620021
"Monocytes_vascular_med_dist",60,46,0.2657954,0.130235,1.30446819549097,1.01059533947738,1.68379687356112,0.0412616052327577,0.352121047620021
"Lymphatic_endothelial_cells_prop",77,60,0.237227,0.1166599,1.26772882525394,1.00861468527155,1.5934096517215,0.0420028233215243,0.352121047620021
"B_cells_vascular_med_dist",60,47,0.2859685,0.1408906,1.33105048369213,1.00987651155998,1.75436835083952,0.0423849409172248,0.352121047620021
"Other_immune_M1_contact",77,60,0.234792,0.1199603,1.26464565569143,0.99967406070525,1.59985008846876,0.0503184961726684,0.402547969381347
"CD8+_T_cells_prop",77,60,-0.2976899,0.1578022,0.742531575791786,0.544996153272881,1.0116642800812,0.0592310187305213,0.433656273181739
"Unidentified_assort",77,60,0.2508549,0.1332629,1.28512354280817,0.989717511764113,1.66870091783669,0.0597810266603265,0.433656273181739
"CBX2",77,60,0.2657831,0.1414413,1.30445213080426,0.988628476287287,1.72116766042384,0.0602300379419082,0.433656273181739
"CD4+_T_cells_prop",77,60,-0.3001334,0.1696868,0.740719397535937,0.531148652799074,1.03297866424892,0.0769356571930221,0.501217955035799
"CD4+_T_cells_vascular_med_dist",71,54,0.2453913,0.1388813,1.27812132689626,0.97354523083443,1.67798482754304,0.0772425921206362,0.501217955035799
"Lymphatic_endothelial_cells_assort",77,60,0.2183524,0.1240479,1.24402540172329,0.975527467436573,1.58642298837517,0.078369343149055,0.501217955035799
"Other_immune_prop",77,60,-0.3051102,0.1736411,0.737042180350021,0.52443154144846,1.03584764202918,0.0788954188482277,0.501217955035799
"Neuroepithelial_cells_tumor_contact",77,60,0.2257908,0.1297686,1.25331338499587,0.971852739667492,1.61628853518202,0.0818679147422835,0.505241988123807
"CD11b+_epithelial_assort",77,60,0.22012,0.1281258,1.24622622138935,0.969473579768126,1.60198258858156,0.0857969270581253,0.510247878313822
"Other_immune_tumor_med_dist",64,49,0.2236676,0.1310434,1.25065520318175,0.967371325801831,1.61689559688894,0.0878555128035509,0.510247878313822
"Monocytes_tumor_med_dist",61,47,0.2352499,0.1386568,1.26522494276981,0.964146074471506,1.66032326241057,0.0897658304440984,0.510247878313822
"Monocytes_prop",77,60,-0.2867561,0.1778301,0.750694766571428,0.529778285439216,1.0637329766933,0.106846884469483,0.591767360138675
"CD11c_low_immune_prop",77,60,-0.2736243,0.1740669,0.760617790676102,0.540754901744459,1.06987365556307,0.115962375173557,0.601342669599532
"CD11c+_epithelial_vascular_contact",77,60,0.1825574,0.1163955,1.20028304086728,0.955449352804052,1.50785530804486,0.116782302205899,0.601342669599532
"Neutrophils_M1_contact",77,60,-0.3220147,0.2053927,0.724687553995723,0.484529533328051,1.08388037218102,0.11692774131102,0.601342669599532
"M2_macrophages_vascular_med_dist",36,27,-0.324666,0.2117429,0.722768714356759,0.477269264323271,1.09454903867241,0.125201227274114,0.628917792818805
"Non-leukocyte_derived_neural_cells_vascular_contact",77,60,-0.2654602,0.1757734,0.766852960820532,0.543367278099091,1.08225777889403,0.130982001592175,0.638035456444925
"M1_macrophages_tumor_contact",77,60,0.1967737,0.1309493,1.21746850781203,0.941875392477709,1.57370027856325,0.132924053426026,0.638035456444925
"CD56+CD45-_M1_contact",77,60,-0.2029667,0.1386316,0.816305454991411,0.622084313834974,1.07116444030046,0.143174296418883,0.672296696227798
"CD4+_T_cells_region",77,60,-0.2522804,0.1773876,0.777026859506277,0.548837097558727,1.10009097978218,0.154968590529658,0.712196075625662
"HLADR+_vascular_med_dist",51,40,0.2342213,0.171262,1.26392413050977,0.903529945371748,1.76807001900486,0.171431102326356,0.747209584653026
"CD11b+_epithelial_tumor_contact",77,60,-0.1905737,0.1393722,0.826484823574976,0.628928182611958,1.08609724048765,0.171508536785641,0.747209584653026
"Fibroblast_vascular_contact",77,60,-0.1895218,0.1390743,0.827354677870438,0.629957808782534,1.08660572732165,0.172965181632645,0.747209584653026
"Vascular_endothelial_cells_M1_med_dist",75,59,0.1746126,0.1315125,1.19078478489466,0.920215771774997,1.5409086079904,0.184268471624085,0.774043779394203
"CD11b_low_Neutrophils_vascular_contact",77,60,-0.2006644,0.1518491,0.818186998801435,0.60757292685529,1.1018100633163,0.186343872817123,0.774043779394203
"CD11c+_epithelial_M1_contact",77,60,0.1696001,0.1294975,1.18483096579324,0.919237863927619,1.52716121973525,0.190304624433128,0.775581110897276
"CD4+_T_cells_vascular_contact",77,60,0.1778864,0.1371034,1.19468957565652,0.913171775256922,1.56299528835174,0.194472326758262,0.777889307033048
"Other_immune_M1_med_dist",63,49,0.1796991,0.1417025,1.19685715811548,0.906619201388442,1.58000961675917,0.20474683799423,0.799402249477414
"Age",77,60,0.01524134,0.01208521,1.01535808074767,0.991590328380513,1.03969553013224,0.2072524350497,0.799402249477414
"Neuroepithelial_cells_vascular_contact",77,60,-0.1320773,0.1063587,0.87627325175992,0.7113885231914,1.0793747533418,0.214306699665788,0.809651114168584
"Other_immune_region",77,60,-0.1639469,0.1329169,0.848787064073044,0.654123383420486,1.10138163288167,0.217406317693416,0.809651114168584
"Tumor_M1_contact",77,60,0.1779822,0.1463812,1.19480405104738,0.896802364838376,1.59182979034238,0.224030195997215,0.82017834466777
"M1_macrophages_prop",77,60,-0.1886732,0.1586187,0.828057063207947,0.606797477123885,1.12999563409289,0.234252288100652,0.835174353286841
"CD11b_low_Neutrophils_tumor_contact",77,60,0.1543124,0.1328579,1.16685530547036,0.899348713462761,1.5139303403926,0.245445186682391,0.835174353286841
"CD11c_low_immune_vascular_med_dist",43,33,0.1835562,0.1605001,1.20148250457746,0.877201731975669,1.64564222365873,0.252768236655565,0.835174353286841
"CD8+_T_cells_region",77,60,-0.1658698,0.1452565,0.847156503004424,0.637266449558977,1.12617593642244,0.253491637620853,0.835174353286841
"CD163+_cells_tumor_med_dist",76,59,0.1268403,0.1142517,1.13523566525878,0.907475192919483,1.42016005035842,0.266920498330243,0.835174353286841
"BRCA_Mutation",53,40,0.366658,0.3346176,1.44290432013986,0.748876996648043,2.7801266247957,0.27318727522134,0.835174353286841
"CD11c_low_immune_vascular_contact",77,60,-0.1627529,0.1485482,0.849801186438129,0.635145033009915,1.13700339125596,0.273243587485797,0.835174353286841
"Vascular_endothelial_cells_prop",77,60,-0.1701011,0.1555473,0.843579533405318,0.621904792552704,1.14426908700824,0.274145887924089,0.835174353286841
"CD4+_T_cells_assort",77,60,-0.1497029,0.1379056,0.860963751539744,0.657051528698273,1.12815897854152,0.277679798627869,0.835174353286841
"CD163+_cells_prop",77,60,-0.177514,0.1648206,0.837349251671874,0.606193285029625,1.15665050503022,0.281474069336065,0.835174353286841
"B_cells_tumor_contact",77,60,0.1534074,0.1431866,1.16579983972915,0.880528331577102,1.54349294346756,0.283998140645597,0.835174353286841
"Dendritic_cells_M1_contact",77,60,0.1134096,0.1082588,1.12009067910517,0.905947736566946,1.38485155244445,0.294832518835419,0.835174353286841
"NK/NKT_prop",77,60,-0.1650844,0.1589999,0.847822165592811,0.620817284822147,1.15783249281857,0.299145712999138,0.835174353286841
"CD11b_low_Neutrophils_M1_med_dist",71,55,0.1306927,0.1259433,1.13961751010105,0.890340173966121,1.45868748519297,0.299404895517669,0.835174353286841
"Dendritic_cells_tumor_contact",77,60,-0.1452396,0.1411069,0.864815060989319,0.655862526551895,1.14033819502688,0.30334456211025,0.835174353286841
"NK/NKT_region",77,60,-0.1411135,0.1384346,0.868390751289632,0.662032732648383,1.13907131737833,0.308036135667167,0.835174353286841
"Non-leukocyte_derived_neural_cells_M1_contact",77,60,0.1228168,0.121137,1.13067727383641,0.891716246923327,1.43367478385764,0.310646121714801,0.835174353286841
"CD8+_T_cells_M1_med_dist",70,54,0.1320678,0.1308483,1.14118566786553,0.883035273124265,1.47480487833064,0.312821203204923,0.835174353286841
"CD163+_cells_region",77,60,-0.1320111,0.1309771,0.87633127254803,0.67792308121266,1.13280771894053,0.313505040391341,0.835174353286841
"B_cells_vascular_contact",77,60,0.1438369,0.1445991,1.15469574201448,0.869730231965459,1.5330296770451,0.319868287830656,0.835174353286841
"CD11b+_epithelial_vascular_contact",77,60,0.1292493,0.1302385,1.13797384023099,0.881603020979216,1.46889748586808,0.320999951518304,0.835174353286841
"CD163+_cells_tumor_contact",77,60,0.1334571,0.1364443,1.14277228894396,0.874617331532886,1.49314272344616,0.328021436666923,0.835174353286841
"ATF6",77,60,0.1221861,0.1262958,1.12996439396773,0.882188795591443,1.44733138531741,0.333314361989611,0.835174353286841
"CD56+CD45-_prop",77,60,0.1212394,0.1255345,1.12889509199517,0.882670047402583,1.44380579411406,0.334151845536853,0.835174353286841
"CD11b+_epithelial_region",77,60,0.1344586,0.1401485,1.14391726694396,0.869160557032246,1.5055293329009,0.337356859793751,0.835174353286841
"Neuroepithelial_cells_M1_contact",77,60,-0.1148981,0.1206094,0.891456970360051,0.703780934188285,1.12918024828293,0.340769172240659,0.835174353286841
"CD11b+_epithelial_prop",77,60,0.1037889,0.1089682,1.10936618763517,0.896026896935261,1.3735004412006,0.340858985858475,0.835174353286841
"Monocytes_M1_med_dist",61,47,0.1254019,0.1321727,1.13360390950089,0.874894565282432,1.46881450020307,0.342736239098912,0.835174353286841
"NK/NKT_vascular_contact",77,60,-0.1301942,0.1380319,0.877924958369,0.669829718871896,1.15066891004073,0.345569533278341,0.835174353286841
"M2_macrophages_M1_contact",77,60,-0.1416815,0.151726,0.867897604848776,0.644642733933277,1.16847086432872,0.350407724573468,0.835174353286841
"CD11b_low_Neutrophils_M1_contact",77,60,-0.1283367,0.1375006,0.879557202314387,0.671774333101197,1.15160826191699,0.350637273758152,0.835174353286841
"CD11c+_epithelial_vascular_med_dist",69,54,0.1253515,0.135136,1.13354686163216,0.869784157798624,1.47729580493649,0.353617540972682,0.835174353286841
"Other_immune_tumor_contact",77,60,0.1159161,0.1255119,1.12290161138412,0.878022838573526,1.43607657278889,0.355722409733284,0.835174353286841
"M2_macrophages_assort",77,60,0.1222937,0.1346535,1.13008592984975,0.867948946340741,1.47139323600609,0.363767294098414,0.844878876615671
"Fibroblast_M1_med_dist",74,58,-0.1185377,0.1355191,0.888218338888763,0.681029079858214,1.15844071989197,0.381740694528446,0.867867831020798
"Monocytes_M1_contact",77,60,-0.1215177,0.1399758,0.88557536650324,0.673097342015355,1.16512676667123,0.385321266517587,0.867867831020798
"Fibroblast_tumor_contact",77,60,0.1271412,0.1469427,1.13557732901918,0.851410284322734,1.51458808276919,0.38690516471759,0.867867831020798
"CD11c+_epithelial_prop",77,60,-0.1234614,0.1438666,0.883855786770533,0.666686974761423,1.17176588321275,0.390800903502332,0.867867831020798
"CD56+CD45-_assort",77,60,0.1050684,0.1232001,1.11078662841699,0.872494202032804,1.41416061103361,0.393754849259436,0.867867831020798
"B_cells_prop",77,60,-0.1265924,0.1509169,0.881092740731301,0.65548228423673,1.18435606337306,0.401569172936856,0.876150922771322
"CD11c_low_immune_region",77,60,-0.1057802,0.130404,0.899622370090374,0.696723027441795,1.16160996104673,0.417266359472873,0.876986047188515
"Vascular_endothelial_cells_assort",77,60,0.1160594,0.1447403,1.12306252914336,0.84566968561848,1.4914445507686,0.42264237838268,0.876986047188515
"CD56+CD45-_tumor_contact",77,60,-0.1122666,0.1400804,0.893805894946801,0.679213860726303,1.17619651782044,0.422874526118207,0.876986047188515
"HLADR+_region",77,60,0.09960144,0.1248525,1.10473052597002,0.864931511962686,1.4110129162026,0.425013903159165,0.876986047188515
"Neuroepithelial_cells_assort",77,60,0.09786225,0.1228052,1.10281085844866,0.866900036594527,1.4029204500785,0.425515031068184,0.876986047188515
"H3K14Ace",77,60,-0.1007252,0.1291758,0.904181449342293,0.70194159829971,1.16468961992713,0.435536146110584,0.876986047188515
"Unidentified_vascular_med_dist",76,59,-0.1103463,0.1426701,0.895523995845406,0.677074116139725,1.18445412107502,0.439264124686851,0.876986047188515
"Unidentified_M1_med_dist",76,60,-0.1052814,0.136458,0.900071196092354,0.68884835391458,1.17606168822402,0.440392887918417,0.876986047188515
"M2_macrophages_M1_med_dist",36,27,-0.1572509,0.2039054,0.85448963168396,0.572983568408239,1.27429924855222,0.440591210704943,0.876986047188515
"M1_macrophages_assort",77,60,-0.116087,0.1517028,0.890397735170462,0.661385088813271,1.19870880097891,0.444136568132081,0.876986047188515
"Dendritic_cells_M1_med_dist",28,24,-0.1665878,0.2188853,0.846548495684584,0.551234398304171,1.30007190725131,0.446613264771929,0.876986047188515
"CD11b+_epithelial_vascular_med_dist",57,42,0.1200295,0.1615125,1.12753009839231,0.821577265732821,1.54741881963663,0.457385487415823,0.88638765716151
"Non-leukocyte_derived_neural_cells_vascular_med_dist",33,27,0.1611193,0.2196089,1.17482510518797,0.763909203725285,1.80677758698176,0.463153238663286,0.88638765716151
"Unidentified_prop",77,60,0.08611446,0.119163,1.08993107487785,0.86291350317407,1.37667303109144,0.469888319831206,0.88638765716151
"Lymphatic_endothelial_cells_vascular_med_dist",29,26,0.1401967,0.1958579,1.15050007361479,0.783740131281662,1.68888942464008,0.474109826724917,0.88638765716151
"CD56+CD45-_region",77,60,0.08944434,0.1256921,1.09356645911048,0.854783054063047,1.39905394100529,0.476703321226627,0.88638765716151
"HLADR+_M1_contact",77,60,-0.1043989,0.147421,0.900865864090326,0.674800098674605,1.20266625134943,0.478840668846464,0.88638765716151
"CD8+_T_cells_tumor_med_dist",71,54,0.08886227,0.1258496,1.09293011330164,0.854021909013481,1.3986716499362,0.480126647629151,0.88638765716151
"Tumor_assort",77,60,0.08609155,0.1242681,1.0899061081804,0.854302837808211,1.39048505059002,0.488442235195747,0.894097650866791
"Neutrophils_region",77,60,0.1184771,0.1776679,1.12578113143569,0.794735751192742,1.59472271631739,0.504870556658579,0.905866642477594
"Fibroblast_assort",77,60,-0.08717716,0.1319873,0.916514715628286,0.70760623040262,1.18709981324676,0.508935238598354,0.905866642477594
"Vascular_endothelial_cells_M1_contact",77,60,0.07989952,0.1222935,1.08317822470348,0.852321693592116,1.37656365582695,0.513535456702887,0.905866642477594
"CD4+_T_cells_M1_contact",77,60,-0.09280969,0.1422575,0.911366929347527,0.689609910165945,1.20443408318838,0.514139002481613,0.905866642477594
"Unidentified_tumor_med_dist",77,60,-0.08284202,0.1284906,0.920496553429089,0.715567777917066,1.18411411332867,0.519100745132774,0.905866642477594
"CD11c_low_immune_tumor_contact",77,60,0.07937938,0.1233955,1.08261496557962,0.850040376905356,1.3788229306988,0.520034554014915,0.905866642477594
"Neutrophils_tumor_contact",77,60,-0.06807638,0.1069312,0.934189119106991,0.757556095214231,1.15200618907449,0.524361221488979,0.906096190732956
"M2_macrophages_region",77,60,0.1051154,0.1678053,1.11083884270704,0.799493424011531,1.5434309994386,0.531044085590594,0.910361289583875
"M2_macrophages_tumor_contact",77,60,-0.09675681,0.1658353,0.907776741128593,0.655873001643331,1.25643014679567,0.559589670725078,0.951743062020605
"HLADR+_tumor_contact",77,60,-0.08666567,0.1510466,0.916983621341715,0.682009542758267,1.23291377772848,0.566125059290072,0.955336037551996
"Tumor_vascular_contact",77,60,0.0747509,0.1347863,1.0776156784554,0.827434503908452,1.40344105179035,0.579176235838321,0.961352887767122
"Neutrophils_tumor_med_dist",56,42,0.07964267,0.1436995,1.08290004230663,0.817092279951984,1.4351775563179,0.579421092106451,0.961352887767122
"HLADR+_assort",77,60,0.06525822,0.1218063,1.0674346190835,0.840735899457092,1.35526110726772,0.592128481211946,0.961352887767122
"Fibroblast_tumor_med_dist",75,58,-0.06768733,0.1266051,0.934552635701822,0.729184357169266,1.19776106043712,0.592903194714535,0.961352887767122
"Other_immune_assort",77,60,-0.0722926,0.137711,0.930258666849737,0.710205323626724,1.21849436840308,0.599611818990054,0.961352887767122
"Unidentified_tumor_contact",77,60,-0.07028483,0.135668,0.932128279369275,0.71448792011542,1.21606412752166,0.604412902612759,0.961352887767122
"CD11c+_epithelial_tumor_contact",77,60,-0.07206438,0.1391421,0.930470992021798,0.708377693722225,1.22219583516915,0.60451455308306,0.961352887767122
"Non-leukocyte_derived_neural_cells_tumor_contact",77,60,0.06643297,0.1285469,1.06868932489715,0.830676876125104,1.37489908046642,0.605296262668188,0.961352887767122
"Neuroepithelial_cells_prop",77,60,0.06080617,0.1200624,1.06269291767414,0.839867009215549,1.34463697809678,0.612537310139633,0.965752255402633
"Neuroepithelial_cells_tumor_med_dist",51,41,-0.07404659,0.1637157,0.92862842729201,0.673731656474449,1.27996175879192,0.651061680168329,0.979684293146716
"Non-leukocyte_derived_neural_cells_assort",77,60,-0.0586431,0.1335777,0.943043283093335,0.725821855185935,1.22527398070651,0.660648155431461,0.979684293146716
"Monocytes_region",77,60,-0.05687881,0.1310453,0.944708554675682,0.730721530023166,1.22136028104868,0.664259873592371,0.979684293146716
"Dendritic_cells_vascular_med_dist",29,24,-0.09189971,0.2146726,0.912196630378099,0.598906213824648,1.38937061140058,0.668583842875859,0.979684293146716
"CD163+_cells_assort",77,60,-0.05437997,0.1270904,0.947072178784561,0.738250094032132,1.21496186601054,0.668735519923353,0.979684293146716
"CD8+_T_cells_M1_contact",77,60,-0.05578475,0.130376,0.94574268907871,0.732481569884378,1.22109452403972,0.668741596417425,0.979684293146716
"M1_macrophages_vascular_contact",77,60,0.05116255,0.1210047,1.05249395895331,0.830271672961283,1.33419405925566,0.672430586874065,0.979684293146716
"CD11b_low_Neutrophils_assort",77,60,-0.06116782,0.147857,0.940665365348872,0.704010306161156,1.25687269323068,0.679096982818723,0.979684293146716
"M2_macrophages_prop",77,60,0.05031444,0.1226203,1.05160170547295,0.826945125503066,1.33729084657325,0.681565998448365,0.979684293146716
"Dendritic_cells_prop",77,60,-0.05910471,0.1457848,0.942608062203765,0.708335279841416,1.25436355383916,0.685165669531948,0.979684293146716
"Non-leukocyte_derived_neural_cells_prop",77,60,0.05150607,0.1271438,1.05285558153529,0.820623198350115,1.35080860228992,0.685403349481955,0.979684293146716
"CD8+_T_cells_vascular_contact",77,60,-0.04978465,0.1239149,0.951434289787347,0.746280757996471,1.21298478901346,0.687857078745807,0.979684293146716
"Lymphatic_endothelial_cells_M1_med_dist",30,27,0.07604958,0.192177,1.07901607248779,0.740366160487944,1.57256739546234,0.692306600624271,0.979684293146716
"Fibroblast_region",77,60,-0.05930009,0.1501144,0.942423916511589,0.702212714572892,1.26480597685169,0.692818800750654,0.979684293146716
"Monocytes_assort",77,60,0.05174087,0.1328287,1.05310281315585,0.811720946599343,1.36626452689556,0.696883612701123,0.979684293146716
"HLADR+_prop",77,60,0.04956136,0.1312107,1.05081006373045,0.812526439385762,1.3589733656814,0.705635986671066,0.979684293146716
"CD4+_T_cells_tumor_contact",77,60,0.0444797,0.1186325,1.04548375741785,0.828585145443857,1.31915988723045,0.707707325278035,0.979684293146716
"M2_macrophages_tumor_med_dist",36,27,-0.06968241,0.1875713,0.93268998178668,0.645767708739306,1.34709523308855,0.710266453243316,0.979684293146716
"CD11b+_epithelial_M1_contact",77,60,-0.04887431,0.1333258,0.95230081278929,0.733309037488803,1.23669120613148,0.713933747727422,0.979684293146716
"Fibroblast_M1_contact",77,60,0.04619914,0.1265763,1.047282943292,0.817188147945829,1.34216528478464,0.715118629057282,0.979684293146716
"Fibroblast_prop",77,60,0.04533383,0.124894,1.04637710982025,0.819178037553215,1.33658985685961,0.716620918135098,0.979684293146716
"M1_macrophages_region",77,60,-0.04757886,0.1359639,0.953535277853139,0.730472824502835,1.24471369175067,0.726385708880232,0.980142480676525
"CD11b_low_Neutrophils_tumor_med_dist",71,55,0.04384492,0.1264217,1.04482031143638,0.815513641791511,1.33860358337095,0.728730511854996,0.980142480676525
"NK/NKT_assort",77,60,0.04601204,0.1336128,1.0470870169757,0.805844709255675,1.36054900966186,0.730569163837595,0.980142480676525
"Unidentified_M1_contact",77,60,0.04145154,0.1267682,1.0423226520945,0.813011926575261,1.33631066846193,0.743677719843301,0.982941921828469
"Neuroepithelial_cells_region",77,60,0.04688995,0.1446021,1.04800666632957,0.789366182118616,1.39139223031242,0.745734548045254,0.982941921828469
"HLADR+_vascular_contact",77,60,-0.04256812,0.1333622,0.95832517977381,0.73789532329743,1.24460356529231,0.749581130249065,0.982941921828469
"Neutrophils_vascular_med_dist",55,41,0.04802954,0.1535533,1.04920164859046,0.776522711490783,1.41763284333506,0.754442167570436,0.982941921828469
"B_cells_assort",77,60,-0.04257598,0.138914,0.958317653246908,0.729903839314845,1.25821056837669,0.759230419703564,0.982941921828469
"Monocytes_vascular_contact",77,60,-0.0338605,0.1155917,0.966706346446293,0.770730784976219,1.21251308300651,0.769574219790246,0.982941921828469
"CD56+CD45-_vascular_med_dist",41,32,-0.05693784,0.1987044,0.944652787123359,0.639933290321921,1.3944717390324,0.774460413829583,0.982941921828469
"Neuroepithelial_cells_M1_med_dist",51,41,-0.04250807,0.1560964,0.958382734413884,0.705780170236869,1.30139313111386,0.785376546899709,0.982941921828469
"Vascular_endothelial_cells_tumor_contact",77,60,0.03373431,0.1256593,1.03430976317453,0.808517187736473,1.32315886715179,0.78834636155803,0.982941921828469
"Lymphatic_endothelial_cells_vascular_contact",77,60,0.03732851,0.1412606,1.03803396782156,0.786992038096222,1.36915555201541,0.791585107196667,0.982941921828469
"Lymphatic_endothelial_cells_tumor_contact",77,60,0.03822649,0.1503016,1.03896652074752,0.773863905319262,1.39488535880074,0.799239183257122,0.982941921828469
"Dendritic_cells_region",77,60,0.03321169,0.1341985,1.03376935662071,0.79468253713546,1.34478742485043,0.80453536764525,0.982941921828469
"Lymphatic_endothelial_cells_tumor_med_dist",30,27,-0.04761329,0.1955289,0.953502444054502,0.649961038203138,1.39880217025218,0.807610131662767,0.982941921828469
"CD163+_cells_vascular_contact",77,60,0.02898869,0.1205588,1.02941295644154,0.812774037625137,1.30379537956953,0.809979238889839,0.982941921828469
"Non-leukocyte_derived_neural_cells_region",77,60,0.02823565,0.1201635,1.02863805194739,0.812791682613387,1.30180495759011,0.814226618510131,0.982941921828469
"CD56+CD45-_tumor_med_dist",41,32,0.04477337,0.1932373,1.04579082760941,0.716078942327865,1.52731548222405,0.816769908513501,0.982941921828469
"Fibroblast_vascular_med_dist",74,57,-0.02842956,0.1249604,0.971970761447298,0.7608283639541,1.24170865055372,0.820028378380692,0.982941921828469
"CD163+_cells_M1_contact",77,60,-0.02949339,0.135983,0.970937291935636,0.743776111969502,1.26747714762579,0.828293861142899,0.982941921828469
"CD11c_low_immune_M1_contact",77,60,0.02808252,0.129766,1.0284805525449,0.797515305703479,1.32633472912476,0.828669063027644,0.982941921828469
"Tumor_M1_med_dist",76,60,-0.02888461,0.1343472,0.97152856202494,0.74661897918368,1.26418932969294,0.829767540206498,0.982941921828469
"Monocytes_tumor_contact",77,60,-0.02177634,0.1070809,0.978459055972516,0.793222894842176,1.20695220780927,0.838850979729194,0.982941921828469
"CD163+_cells_vascular_med_dist",75,58,0.0245191,0.1246377,1.02482216273981,0.802706342981047,1.30839935977372,0.844044355242309,0.982941921828469
"Tumor_region",77,60,0.02838762,0.1444213,1.02879439203134,0.775170029439886,1.36540095834191,0.844170916015326,0.982941921828469
"CD56+CD45-_M1_med_dist",40,32,-0.037534,0.1916003,0.963161665138182,0.661620080885172,1.40213457842849,0.844690493022015,0.982941921828469
"CD11c_low_immune_tumor_med_dist",43,33,0.03077278,0.1588802,1.03125115478936,0.755310242622637,1.40800281029119,0.846422210463404,0.982941921828469
"Dendritic_cells_tumor_med_dist",29,24,-0.03558823,0.195536,0.965037585602548,0.657814906780614,1.41574405205169,0.855579982795554,0.985026684281256
"DUSP1",77,60,-0.02342557,0.1303131,0.976846673966274,0.756665054818916,1.261098842033,0.857338040022575,0.985026684281256
"CD11c+_epithelial_assort",77,60,-0.02015143,0.1237138,0.980050254923021,0.76902937990631,1.24897504213909,0.870607079836341,0.994979519812961
"CD11c_low_immune_assort",77,60,-0.01913196,0.1369011,0.981049892204652,0.750171711480514,1.2829847837041,0.88885731106567,0.995728354773911
"Neutrophils_vascular_contact",77,60,-0.01857353,0.1335699,0.98159789710796,0.755507408024291,1.27534743057846,0.889406879473045,0.995728354773911
"B_cells_region",77,60,-0.01771804,0.1323321,0.982438000922479,0.757990714818498,1.27334597480877,0.893488966340012,0.995728354773911
