"","n","nevent","coef","se","hazard_ratio","hr_confint_lower","hr_confint_upper","p_value","p_adjusted"
"Age",77,61,0.002722703,0.01142599,1.00272641254257,0.980520394650716,1.02543533402858,0.81165599978711,0.966258837362923
"NK/NKT_M1_contact",56,46,-0.03474559,0.1459416,0.965851104453958,0.725578540300859,1.28568901112775,0.811820074236132,0.966258837362923
"Neutrophils_tumor_contact",56,42,0.03353285,0.1419924,1.03410141568029,0.782886787962955,1.36592640769228,0.813308944248548,0.966258837362923
"CD11b_low_Neutrophils_assort",69,54,0.03602887,0.1526781,1.03668577048294,0.768576919025413,1.39832118310889,0.813448712454597,0.966258837362923
"Neutrophils_prop",56,42,-0.05358273,0.2296277,0.947827525197381,0.604324048019108,1.48658161207807,0.815492650542051,0.966258837362923
"Unidentified_vascular_contact",76,60,0.03072317,0.1325038,1.03119999416029,0.795344805609408,1.33699675971532,0.816641875332513,0.966258837362923
"Vascular_endothelial_cells_tumor_contact",76,60,0.02930822,0.1307044,1.02974193646225,0.797026149861325,1.3304061051115,0.822576168510065,0.966258837362923
"Monocytes_prop",61,50,-0.03019618,0.1370287,0.970255172140868,0.741731828924385,1.26918525315445,0.825587776709254,0.966258837362923
"CD8+_T_cells_vascular_contact",70,57,0.02836019,0.1321157,1.02876617006506,0.794071482002716,1.33282690117654,0.830031006126845,0.966258837362923
"Dendritic_cells_prop",29,25,0.04948594,0.2333525,1.05073081476678,0.665060924687525,1.66005128871343,0.832056221062517,0.966258837362923
"CD11b_low_Neutrophils_vascular_contact",70,55,-0.02252815,0.1382685,0.977723709965404,0.745627320381868,1.28206629089038,0.870573138163267,0.995995616334095
"CD11c+_epithelial_region",70,54,0.02828968,0.1742227,1.02869363684839,0.731117959506108,1.44738695682871,0.871009298835324,0.995995616334095
"CD11c_low_immune_vascular_contact",43,35,0.03482709,0.2153032,1.03544065214282,0.678982837915994,1.57903452670567,0.871496164292333,0.995995616334095
