"","Min.","1st Qu.","Median","Mean","3rd Qu.","Max.","NA's"
"Non-leukocyte derived neural cells_tumor_contact",0.00545268542199489,0.026871426261292,0.0395209469101497,0.0446871070489544,0.0569553571056938,0.214546051572508,0
"Non-leukocyte derived neural cells_region",0,0.0257666171741056,0.0380809577978677,0.0418291734999383,0.0543179762993546,0.1402087734219,0
"Dendritic cells_assort",0.003,0.0245059726677914,0.0373091733717592,0.041677439202236,0.0524238513073325,0.300824881982935,0
"Lymphatic endothelial cells_assort",0,0.0216165754947766,0.0346134714786899,0.0400246565487125,0.0525195937968095,0.192192312064702,0
"Dendritic cells_region",0,0.0217825374187216,0.0329972013918769,0.0393488370676617,0.0500523054785461,0.289639905261084,0
"Dendritic cells_prop",0,0.0219291453969372,0.032485364034764,0.0358453531174851,0.0465977565228508,0.144319812225656,0
"NK/NKT_region",0,0.0208193469785575,0.0308588589639448,0.0343946808282362,0.0438958975447211,0.116665954160064,0
"M2 macrophages_assort",0,0.0194524387798156,0.0275956754094525,0.0308597905679304,0.0396589171793074,0.145429439370057,0
"CD56+CD45-_region",0,0.0185271811940919,0.0271026204369134,0.0296305255908592,0.0369592506349859,0.098651483976429,0
"M2 macrophages_region",0,0.0152324175824176,0.0235278973950027,0.0263991148229561,0.0346714509955727,0.108469631819294,0
"BRCA_Mutation",0,0.00602237762237762,0.0166701226309922,0.0254323004931468,0.0341948436797121,0.199573828724808,0
